pdb_id,experimental_method,experiment_data_available,title,entry_authors,sample_preparation_method,detector,detector_type,synchrotron_beamline,beam_source_name,diffraction_protocol,structure_determination_method,refinement_software,spacegroup,beam_source_type,synchrotron_site,structure_solution_software,data_reduction_software,data_scaling_software,phasing_method,SG_center_name,SG_full_name,crystallisation_reservoir,crystallisation_ph,pfam_accession,pfam_name,pfam_clan_name,pfam_description,interpro_accession,interpro_name,cath_code,cath_class,cath_architecture,cath_topology,cath_homologous_superfamily,ec_number,enzyme_name,enzyme_systematic_name,ec_hierarchy_name,go_id,biological_process,biological_function,biological_cell_component,scop_class,scop_fold,scop_superfamily,scop_family,uniprot_accession,uniprot_id,uniprot_coverage,bmrb_id,emdb_id,entity_weight,number_of_polymers,number_of_polymer_residues,number_of_polymer_entities,number_of_bound_entities,number_of_protein_chains,max_observed_residues,molecule_name,all_molecule_name,modified_residue_flag,molecule_type,mutation_type,molecule_synonym,gene_name,entity_id
4axp,Solution NMR,y,"NMR structure of Hsp12, a protein induced by and required for dietary restriction-induced lifespan extension in yeast.","Herbert AP,Riesen M,Bloxam L,Kosmidou E,Wareing BM,Johnson JR,Phelan MM,Pennington SR,Lian LY,Morgan A",Engineered,,,,,,,,P 1,,,,,,,,,,,PF04119,HSP9_HSP12,,Heat shock protein 9/12,"IPR007250,IPR038399","Heat shock protein 9/12,Hsp9/Hsp12 superfamily","1.20.58.1260,6.10.250.2440",Mainly Alpha,Up-down Bundle,"Methane Monooxygenase Hydroxylase; Chain G\, domain 1","Methane Monooxygenase Hydroxylase; Chain G\, domain 1",,,,,"GO:0007155,GO:0071470,GO:0034599,GO:0007009,GO:0034605,GO:0008289,GO:0005634,GO:0005768,GO:0005737,GO:0005886,GO:0005829","cell adhesion,cellular response to osmotic stress,cellular response to oxidative stress,plasma membrane organization,cellular response to heat",lipid binding,"nucleus,endosome,cytoplasm,plasma membrane,cytosol",,,,,P22943,HSP12_YEAST,1.0,18523,,11712.725,1,327,1,0,1,109,12 kDa heat shock protein,,N,Protein,,"12 kDa heat shock protein,Glucose and lipid-regulated protein","YFL014W,HSP12,GLP1,HOR5",1
2ggp,Solution NMR,y,Solution structure of the Atx1-Cu(I)-Ccc2a complex,"Banci L,Bertini I,Cantini F,Felli IC,Gonnelli L,Hadjiliadis N,Pierattelli R,Rosato A,Voulgaris P,Structural Proteomics in Europe (SPINE)",Engineered,,,,,Single wavelength,,,,,,,,,,SPINE,Structural Proteomics in Europe,,,PF00403,HMA,,Heavy-metal-associated domain,"IPR036163,IPR006121","Heavy metal-associated domain superfamily,Heavy metal-associated domain\, HMA",3.30.70.100,Alpha Beta,2-Layer Sandwich,Alpha-Beta Plaits,Alpha-Beta Plaits,,,,,"GO:0006979,GO:0006825,GO:0030001,GO:0006811,GO:0006879,GO:0034599,GO:0006878,GO:0046872,GO:0016531,GO:0005623,GO:0005737,GO:0005829","response to oxidative stress,copper ion transport,metal ion transport,ion transport,cellular iron ion homeostasis,cellular response to oxidative stress,cellular copper ion homeostasis","metal ion binding,copper chaperone activity","cell,cytoplasm,cytosol",Alpha and beta proteins (a+b),Ferredoxin-like,"HMA\, heavy metal-associated domain","HMA\, heavy metal-associated domain",P38636,ATX1_YEAST,1.0,,,8232.65,2,291,2,1,2,73,Metal homeostasis factor ATX1,,N,Protein,,Metal homeostasis factor ATX1,"YNL259C,ATX1,N0840",1
2ggp,Solution NMR,y,Solution structure of the Atx1-Cu(I)-Ccc2a complex,"Banci L,Bertini I,Cantini F,Felli IC,Gonnelli L,Hadjiliadis N,Pierattelli R,Rosato A,Voulgaris P,Structural Proteomics in Europe (SPINE)",Engineered,,,,,Single wavelength,,,,,,,,,,SPINE,Structural Proteomics in Europe,,,PF00403,HMA,,Heavy-metal-associated domain,"IPR036163,IPR006121","Heavy metal-associated domain superfamily,Heavy metal-associated domain\, HMA",3.30.70.100,Alpha Beta,2-Layer Sandwich,Alpha-Beta Plaits,Alpha-Beta Plaits,7.2.2.8,P-type Cu(+) transporter,"ATP phosphohydrolase (P-type\, Cu(+)-exporting)","Translocases,Catalyzing the translocation of inorganic cations,Linked to the hydrolysis of a nucleoside triphosphate,P-type Cu(+) transporter","GO:0030001,GO:0046872",metal ion transport,metal ion binding,,Alpha and beta proteins (a+b),Ferredoxin-like,"HMA\, heavy metal-associated domain","HMA\, heavy metal-associated domain",P38995,ATU2_YEAST,0.07,,,7889.924,2,291,2,1,2,72,Copper-transporting ATPase,,N,Protein,Cloning artifact,"Copper-transporting ATPase,Cu(2+)-ATPase","YDR270W,CCC2,D9954.6",2
2l4e,Solution NMR,y,NMR structure of the UBA domain of S. cerevisiae Dcn1,"Burschowsky D,Rudolf F,Mattle D,Peter M,Wider G",Engineered,,,,,,,,,,,,,,,,,,,PF14555,UBA_4,UBA,UBA-like domain,IPR009060,UBA-like superfamily,"1.10.8.10,1.10.8.10","Mainly Alpha,Mainly Alpha","Orthogonal Bundle,Orthogonal Bundle","Helicase\, Ruva Protein; domain 3,Helicase\, Ruva Protein; domain 3","DNA helicase RuvA subunit\, C-terminal domain,Ubiquitin-associated (UBA) domain",,,,,,,,,,,,,Q12395,DCN1_YEAST,0.21,17238,,6924.632,1,59,1,0,1,57,Defective in cullin neddylation protein 1,,N,Protein,Expression tag,Defective in cullin neddylation protein 1,"YLR128W,L3111,DCN1",1
5iir,Solution NMR,y,NMR Structures Show Unwinding of the GCN4p Coiled Coil Superhelix Accompanying Disruption of Ion Pairs at Acidic pH,"Brady MR,Kaplan AR,Alexandrescu AT",Engineered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P03069,GCN4_YEAST,0.11,30028,,3835.406,2,132,1,0,2,33,General control protein GCN4,,N,Protein,Expression tag,"Amino acid biosynthesis regulatory protein,General control protein GCN4","GCN4,AAS3,ARG9,YEL009C",1
2hsy,Solution NMR,y,Solution structure of Thioredoxin 2 from Saccharomyces cerevisiae,"Amorim GC,Valente AP,Almeida FCL",Engineered,,,,,,,,,,,,,,,,,,,PF00085,Thioredoxin,Thioredoxin,Thioredoxin,"IPR005746,IPR036249,IPR013766","Thioredoxin,Thioredoxin-like superfamily,Thioredoxin domain",3.40.30.10,Alpha Beta,3-Layer(aba) Sandwich,Glutaredoxin,Glutaredoxin,,,,,"GO:0006662,GO:0006890,GO:0015031,GO:0042144,GO:0080058,GO:0009263,GO:0000103,GO:0055114,GO:0000011,GO:0006749,GO:0045454,GO:0006888,GO:0015036,GO:0015035,GO:0005634,GO:0016020,GO:0005794,GO:0005623,GO:0005737,GO:0005829,GO:0000139","glycerol ether metabolic process,retrograde vesicle-mediated transport\, Golgi to endoplasmic reticulum,protein transport,vacuole fusion\, non-autophagic,protein deglutathionylation,deoxyribonucleotide biosynthetic process,sulfate assimilation,oxidation-reduction process,vacuole inheritance,glutathione metabolic process,cell redox homeostasis,endoplasmic reticulum to Golgi vesicle-mediated transport","disulfide oxidoreductase activity,protein disulfide oxidoreductase activity","nucleus,membrane,Golgi apparatus,cell,cytoplasm,cytosol,Golgi membrane",,,,,P22803,TRX2_YEAST,1.0,,,11213.836,1,208,1,0,1,104,Thioredoxin-2,,N,Protein,,"Thioredoxin-1,Thioredoxin II,Thioredoxin-2,TR-II","G7746,TRX2,YGR209C,TRX1",1
1rf8,Solution NMR,y,Solution structure of the yeast translation initiation factor eIF4E in complex with m7GDP and eIF4GI residues 393 to 490,"Gross JD,Moerke NJ,von der Haar T,Lugovskoy AA,Sachs AB,McCarthy JEG,Wagner G",Engineered,,,,,,,,,,,,,,,,,,,PF12152,eIF_4G1,,Eukaryotic translation initiation factor 4G1,"IPR036211,IPR022745","eIF4G\, eIF4e-binding domain superfamily,Eukaryotic translation initiation factor 4G1\, eIF4E-binding domain","1.20.970.30,1.20.970.30","Mainly Alpha,Mainly Alpha","Up-down Bundle,Up-down Bundle","Transferase\, Pyrimidine Nucleoside Phosphorylase; Chain A\, domain 3,Transferase\, Pyrimidine Nucleoside Phosphorylase; Chain A\, domain 3","Transferase\, Pyrimidine Nucleoside Phosphorylase; Chain A\, domain 3,eIF4G\, eIF4E-binding domain",,,,,,,,,All alpha proteins,"Eukaryotic initiation factor 4f subunit eIF4g\, eIF4e-binding domain","Eukaryotic initiation factor 4f subunit eIF4g\, eIF4e-binding domain","Eukaryotic initiation factor 4f subunit eIF4g\, eIF4e-binding domain",P39935,IF4F1_YEAST,0.1,,,11087.355,2,631,2,2,2,100,Eukaryotic initiation factor 4F subunit p150,,N,Protein,Cloning artifact,"Eukaryotic initiation factor 4F subunit p150,eIF4F p150,eIF-4F p150,eIF4G1,mRNA cap-binding protein complex subunit p150","TIF4631,YGR162W",2
2jqr,Solution NMR,y,Solution model of crosslinked complex of cytochrome c and adrenodoxin,"Xu X,Reinle W,Hannemann F,Konarev PV,Svergun DI,Bernhardt R,Ubbink M",Engineered,,,,,,,,,,,,,,,,,,,PF00034,Cytochrom_C,Cytochrome-c,Cytochrome c,"IPR036909,IPR002327,IPR009056","Cytochrome c-like domain superfamily,Cytochrome c\, class IA/ IB,Cytochrome c-like domain",1.10.760.10,Mainly Alpha,Orthogonal Bundle,"Cytochrome Bc1 Complex; Chain D\, domain 2",Cytochrome c-like domain,,,,,"GO:0006123,GO:0055114,GO:0006122,GO:0005515,GO:0046872,GO:0009055,GO:0020037,GO:0005758,GO:0005739,GO:0070469","mitochondrial electron transport\, cytochrome c to oxygen,oxidation-reduction process,mitochondrial electron transport\, ubiquinol to cytochrome c","protein binding,metal ion binding,electron transfer activity,heme binding","mitochondrial intermembrane space,mitochondrion,respirasome",,,,,P00044,CYC1_YEAST,0.99,15301,,12075.808,2,428,2,2,2,108,Cytochrome c isoform 1,,N,Protein,Engineered mutation,"Cytochrome c isoform 1,Cytochrome c aerobic isoform,Iso-1-cytochrome c","J1653,CYC1,YJR048W",1
2m88,Solution NMR,y,NMR structure of a two-domain RNA-binding fragment of Nrd1,"Bacikova V,Pasulka J,Kubicek K,Stefl R",Engineered,,,,,,,,P 1,,,,,,,,,,,PF00076,RRM_1,RRM,"RNA recognition motif. (a.k.a. RRM\, RBD\, or RNP domain)","IPR000504,IPR034894,IPR012677,IPR035979","RNA recognition motif domain,Nrd1/Seb1\, RNA recognition motif,Nucleotide-binding alpha-beta plait domain superfamily,RNA-binding domain superfamily","3.30.70.330,3.30.70.330","Alpha Beta,Alpha Beta","2-Layer Sandwich,2-Layer Sandwich","Alpha-Beta Plaits,Alpha-Beta Plaits","Alpha-Beta Plaits,RRM (RNA recognition motif) domain",,,,,"GO:0003723,GO:0003676",,"RNA binding,nucleic acid binding",,,,,,P53617,NRD1_YEAST,0.32,19232,,21799.605,1,388,1,0,1,185,Protein NRD1,,N,Protein,"Expression tag,Initiating methionine",Protein NRD1,"YNL251C,N0868,NRD1",1
1t4l,Solution NMR,y,Solution structure of double-stranded RNA binding domain of S. cerevisiae RNase III (Rnt1p) in complex with the 5' terminal RNA hairpin of snR47 precursor,"Wu H,Henras A,Chanfreau G,Feigon J",Engineered,,,,,Single wavelength,,,,,,,,,,,,,,PF00035,dsrm,DSRM,Double-stranded RNA binding motif,IPR014720,Double-stranded RNA-binding domain,3.30.160.20,Alpha Beta,2-Layer Sandwich,Double Stranded RNA Binding Domain,Double Stranded RNA Binding Domain,3.1.26.3,Ribonuclease III,-,"Hydrolases,Acting on ester bonds,Endoribonucleases producing 5'-phosphomonoesters,Ribonuclease III",,,,,Alpha and beta proteins (a+b),dsRBD-like,dsRNA-binding domain-like,Double-stranded RNA-binding domain (dsRBD),Q02555,RNT1_YEAST,0.19,,,9822.364,2,244,2,0,1,90,Ribonuclease 3,,N,Protein,Cloning artifact,"RNase III,Ribonuclease III,Ribonuclease 3","YM9408.01C,YMR239C,RNT1,YM9959.21",2
1zw8,Solution NMR,y,Solution structure of a ZAP1 zinc-responsive domain provides insights into metalloregulatory transcriptional repression in Saccharomyces cerevisiae,"Wang Z,Feng LS,Venkataraman K,Matskevich VA,Parasuram P,Laity JH",Engineered,,,,,,,,,,,,,,,,,,,PF18217,Zap1_zf2,C2H2-zf,Zap1 zinc finger 2,"IPR040792,IPR013087","Zap1\, zinc finger 2,Zinc finger C2H2-type",6.10.140.370,,,,,,,,,GO:0003676,,nucleic acid binding,,,,,,P47043,ZAP1_YEAST,0.07,"6648,6653",,7419.285,1,130,1,1,1,64,Zinc-responsive transcriptional regulator ZAP1,,N,Protein,Engineered mutation,Zinc-responsive transcriptional regulator ZAP1,"J1145,YJL056C,ZAP1",1
2jss,Solution NMR,y,NMR structure of chaperone Chz1 complexed with histone H2A.Z-H2B,"Zhou Z,Feng H,Hansen DF,Kato H,Luk E,Freedberg DI,Kay LE,Wu C,Bai Y",Engineered,,,,,,,,P 1,,,,,,,,,,,,,,,"IPR007125,IPR002119,IPR000558,IPR009072,IPR032454","Histone H2A/H2B/H3,Histone H2A,Histone H2B,Histone-fold,Histone H2A\, C-terminal domain",1.10.20.10,Mainly Alpha,Orthogonal Bundle,"Histone\, subunit A","Histone\, subunit A",,,,,"GO:0046982,GO:0003677,GO:0000786",,"protein heterodimerization activity,DNA binding",nucleosome,All alpha proteins,Histone-fold,Histone-fold,Nucleosome core histones,"Q12692,P02293","H2AZ_YEAST,H2B1_YEAST","0.72,0.73,0.72,0.73",,,21074.238,2,508,2,0,2,192,"Histone H2A.Z,Histone H2B.1",,N,Protein,,"Histone H2A.Z,Suppressor of Ty protein 12,Histone H2B.1","H2AZ,YOL012C,HTA3,O2345,HTZ1,HTB1,YDR224C,H2B1,SPT12,YD9934.09C",1
4asv,Solution NMR,y,Solution structure of the N-terminal dimerisation domain of Sgt2,"Simon AC,Simpson PJ,Goldstone RM,Krysztofinska EM,Murray JW,High S,Isaacson RL",Engineered,,,,,,,,P 1,,,,,,,,,,,PF16546,SGTA_dimer,,Homodimerisation domain of SGTA,IPR032374,"SGTA\, homodimerisation domain",1.20.5.420,Mainly Alpha,Up-down Bundle,Single alpha-helices involved in coiled-coils or other helix-helix interfaces,"Immunoglobulin FC\, subunit C",,,,,,,,,,,,,Q12118,SGT2_YEAST,0.23,18341,,10098.163,2,552,1,0,2,79,Small glutamine-rich tetratricopeptide repeat-containing protein 2,,N,Protein,Expression tag,"SGT/UBP,Small glutamine-rich tetratricopeptide repeat-containing protein 2,Viral protein U-binding protein","SGT2,YOR007C,UNF346",1
2ogh,Solution NMR,y,Solution structure of yeast eIF1,"Reibarkh M,del Rio F,Yamamoto Y,Asano K,Wagner G",Engineered,,,,,,,,,,,,,,,,,,,PF01253,SUI1,,Translation initiation factor SUI1,"IPR036877,IPR001950,IPR005874","SUI1 domain superfamily,SUI1 domain,Eukaryotic translation initiation factor SUI1",3.30.780.10,Alpha Beta,2-Layer Sandwich,Translation Initiation Factor Eif1,SUI1-like domain,,,,,"GO:0001731,GO:0006413,GO:0006412,GO:0006417,GO:1990145,GO:0006450,GO:0043024,GO:0003723,GO:0031369,GO:0003743,GO:0016282,GO:0043614","formation of translation preinitiation complex,translational initiation,translation,regulation of translation,maintenance of translational fidelity,regulation of translational fidelity","ribosomal small subunit binding,RNA binding,translation initiation factor binding,translation initiation factor activity","eukaryotic 43S preinitiation complex,multi-eIF complex",,,,,P32911,SUI1_YEAST,1.0,,,12330.147,1,216,1,0,1,108,Eukaryotic translation initiation factor eIF-1,,N,Protein,,"Protein translation factor SUI1,Eukaryotic translation initiation factor eIF-1","RFR1,N0905,SUI1,YNL244C",1
2kwy,Solution NMR,y,Structure of G61-101,"Rishikesan S,Gruber G",Engineered,,,,,,,,,,,,,,,,,,,,,,,,,1.20.5.730,Mainly Alpha,Up-down Bundle,Single alpha-helices involved in coiled-coils or other helix-helix interfaces,Single helix bin,,,,,,,,,,,,,P48836,VATG_YEAST,0.36,,,4604.321,1,86,1,0,1,43,V-type proton ATPase subunit G,,N,Protein,Expression tag,"V-ATPase subunit G,V-ATPase 13 kDa subunit,V-type proton ATPase subunit G,Vacuolar proton pump subunit G","YHR039C-B,VMA10,YHR039C-A,YHR039BC",1
2dyf,Solution NMR,y,Solution structure of the first WW domain of FBP11 / HYPA (FBP11 WW1) complexed with a PL (PPLP) motif peptide ligand,"Kato Y,Miyakawa T,Kurita J,Tanokura M",Engineered,,,,,,,,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P47068,BBC1_YEAST,0.01,,,896.022,2,78,2,0,2,9,Myosin tail region-interacting protein MTI1,,N,Protein,Cloning artifact,"Myosin tail region-interacting protein MTI1,Protein BBC1","J1305,MTI1,BBC1,YJL021C,YJL020C,J1286",2
1q0v,Solution NMR,y,Solution Structure of Tandem UIMs of Vps27,"Swanson KA,Kang RS,Stamenova SD,Hicke L,Radhakrishnan I",Engineered,,,,,Single wavelength,,,,,,,,,,,,,,PF02809,UIM,,Ubiquitin interaction motif,IPR003903,Ubiquitin interacting motif,6.10.140.100,,,,,,,,,,,,,Peptides,Ubiquitin interacting motif (UIM),Ubiquitin interacting motif (UIM),Ubiquitin interacting motif (UIM),P40343,VPS27_YEAST,0.13,,,9370.256,1,162,1,0,1,81,Vacuolar protein sorting-associated protein 27,,N,Protein,Initiating met,"Vacuolar protein sorting-associated protein 27,Golgi retention defective protein 11","YNR006W,DID7,VPL23,N2038,SSV17,VPS27,VPT27,GRD11",1
1s40,Solution NMR,,SOLUTION STRUCTURE OF THE CDC13 DNA-BINDING DOMAIN COMPLEXED WITH A SINGLE-STRANDED TELOMERIC DNA 11-MER,"Mitton-Fry RM,Anderson EM,Theobald DL,Glustrom LW,Wuttke DS",Engineered,,,,,Single wavelength,,,,,,,,,,,,,,PF02765,POT1,OB,Telomeric single stranded DNA binding POT1/CDC13,"IPR012340,IPR011564","Nucleic acid-binding\, OB-fold,Telomeric single stranded DNA binding POT1/Cdc13",2.40.50.140,Mainly Beta,Beta Barrel,"OB fold (Dihydrolipoamide Acetyltransferase\, E2P)",Nucleic acid-binding proteins,,,,,"GO:0000723,GO:0003677,GO:0000784",telomere maintenance,DNA binding,"nuclear chromosome\, telomeric region",All beta proteins,OB-fold,Nucleic acid-binding proteins,"Single strand DNA-binding domain\, SSB",P32797,CDC13_YEAST,0.22,,,23575.127,2,630,2,0,1,187,Cell division control protein 13,,N,Protein,Cloning artifact,Cell division control protein 13,"CDC13,YDL220C",2
5oun,Solution NMR,y,NMR solution structure of the external DII domain of Rvb2 from Saccharomyces cerevisiae,"Rouillon C,Bragantini B,Charpentier B,Manival X,Quinternet M",Engineered,,,,,,,,,,,,,,,,,,,,,,,"IPR027238,IPR012340,IPR042487,IPR037942,IPR010339","RuvB-like,Nucleic acid-binding\, OB-fold,RuvB-like helicase 2\, domain II,RuvB-like helicase 2,TIP49\, P-loop domain",,,,,,3.6.4.12,DNA helicase,ATP phosphohydrolase (DNA helix unwinding),"Hydrolases,Acting on acid anhydrides,Acting on ATP; involved in cellular and subcellular movement,DNA helicase","GO:0005524,GO:0003678,GO:0043139,GO:0035267,GO:0097255,GO:0031011",,"ATP binding,DNA helicase activity,5'-3' DNA helicase activity","NuA4 histone acetyltransferase complex,R2TP complex,Ino80 complex",,,,,Q12464,RUVB2_YEAST,0.22,34173,,11845.531,1,214,1,0,1,107,RuvB-like protein 2,,N,Protein,Expression tag,"RUVBL2,TIP49b homolog,RuvB-like protein 2,TIP49-homology protein 2","RVB2,TIH2,TIP49B,P1060,YPL235W",1
4asw,Solution NMR,y,Structure of the complex between the N-terminal dimerisation domain of Sgt2 and the UBL domain of Get5,"Simon AC,Simpson PJ,Goldstone RM,Krysztofinska EM,Murray JW,High S,Isaacson RL",Engineered,,,,,,,,P 1,,,,,,,,,,,PF00240,ubiquitin,Ubiquitin,Ubiquitin family,"IPR029071,IPR000626","Ubiquitin-like domain superfamily,Ubiquitin-like domain",3.10.20.90,Alpha Beta,Roll,Ubiquitin-like (UB roll),"Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A\, domain 1",,,,,,,,,,,,,Q12285,MDY2_YEAST,0.39,18342,,9265.789,3,534,2,0,3,81,Ubiquitin-like protein MDY2,,N,Protein,,"Ubiquitin-like protein MDY2,Golgi to ER traffic protein 5,Mating-deficient protein 2,Translation machinery-associated protein 24","MDY2,TMA24,GET5,YOL111C",2
2k2u,Solution NMR,y,NMR Structure of the complex between Tfb1 subunit of TFIIH and the activation domain of VP16,"Langlois C,Mas C,Di Lello P,Miller Jenkins PM,Legault J,Omichinski JG",Engineered,,,,,,,,,,,,,,,,,,,PF08567,PH_TFIIH,PH,"TFIIH p62 subunit\, N-terminal domain","IPR011993,IPR027079,IPR013876","PH-like domain superfamily,TFIIH subunit Tfb1/GTF2H1,TFIIH p62 subunit\, N-terminal",2.30.29.30,Mainly Beta,Roll,PH-domain like,Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB),,,,,"GO:0006351,GO:0006289,GO:0000439","transcription\, DNA-templated,nucleotide-excision repair",,transcription factor TFIIH core complex,All beta proteins,PH domain-like barrel,PH domain-like,TFIIH domain,P32776,TFB1_YEAST,0.18,,,12903.701,2,450,2,0,2,115,General transcription and DNA repair factor IIH subunit TFB1,,N,Protein,Engineered mutation,"General transcription and DNA repair factor IIH subunit TFB1,TFIIH subunit TFB1,RNA polymerase II transcription factor B 73 kDa subunit,RNA polymerase II transcription factor B p73 subunit,RNA polymerase II transcription factor B subunit 1","D9740.3,YDR311W,TFB1",1
1f55,Solution NMR,,SOLUTION STRUCTURE OF THE CALCIUM BOUND N-TERMINAL DOMAIN OF YEAST CALMODULIN,"Ishida H,Takahashi K,Nakashima K,Kumaki Y,Nakata M,Hikichi K,Yazawa M",Engineered,,,,,,,,,,,,,,,,,,,PF13499,EF-hand_7,EF_hand,EF-hand domain pair,"IPR011992,IPR002048,IPR039030","EF-hand domain pair,EF-hand domain,Calmodulin",1.10.238.10,Mainly Alpha,Orthogonal Bundle,Recoverin; domain 1,EF-hand,,,,,"GO:0019722,GO:0005509",calcium-mediated signaling,calcium ion binding,,All alpha proteins,EF Hand-like,EF-hand,Calmodulin-like,P06787,CALM_YEAST,0.52,,,8546.367,1,156,1,1,1,77,Calmodulin,,N,Protein,,"CaM,Calmodulin","YBR0904,CMD1,YBR109C",1
1eo0,Solution NMR,,"CONSERVED DOMAIN COMMON TO TRANSCRIPTION FACTORS TFIIS, ELONGIN A, CRSP70","Booth V,Koth C,Edwards AM,Arrowsmith CH,Northeast Structural Genomics Consortium (NESG)",Engineered,,,,,,,,P 1,,,,,,,NESG,Northeast Structural Genomics Consortium,,,PF08711,Med26,,TFIIS helical bundle-like domain,"IPR017923,IPR035441,IPR003617","Transcription factor IIS\, N-terminal,TFIIS/LEDGF domain superfamily,Transcription elongation factor\, TFIIS/CRSP70\, N-terminal\, sub-type",1.20.930.10,Mainly Alpha,Up-down Bundle,Transcription Elongation Factor S-II; Chain A,"Conserved domain common to transcription factors TFIIS\, elongin A\, CRSP70",,,,,GO:0005634,,,nucleus,All alpha proteins,N-cbl like,"Conserved domain common to transcription factors TFIIS\, elongin A\, CRSP70","Conserved domain common to transcription factors TFIIS\, elongin A\, CRSP70",P07273,TFS2_YEAST,0.25,,,8822.355,1,154,1,0,1,77,Transcription elongation factor S-II,,N,Protein,,"DNA strand transferase 1,Transcription elongation factor S-II,Pyrimidine pathway regulatory protein 2,STP-alpha,DNA strand transfer protein alpha","YGL043W,DST1,PPR2",1
1ap8,Solution NMR,y,"TRANSLATION INITIATION FACTOR EIF4E IN COMPLEX WITH M7GDP, NMR, 20 STRUCTURES","Matsuo H,Li H,Mcguire AM,Fletcher M,Gingras AC,Sonenberg N,Wagner G",Engineered,,,,,,,X-PLOR,P 1,,,X-PLOR,,,,,,,,PF01652,IF4E,eIF4e,Eukaryotic initiation factor 4E,"IPR023398,IPR001040","Translation Initiation factor eIF- 4e-like,Translation Initiation factor eIF- 4e",3.30.760.10,Alpha Beta,2-Layer Sandwich,"RNA Cap\, Translation Initiation Factor Eif4e","RNA Cap\, Translation Initiation Factor Eif4e",,,,,"GO:0000184,GO:1901195,GO:0006413,GO:0051726,GO:0006412,GO:0006417,GO:0098808,GO:0005515,GO:0003723,GO:0032266,GO:0003743,GO:0000340,GO:0005634,GO:0016281,GO:0010494,GO:0005737","nuclear-transcribed mRNA catabolic process\, nonsense-mediated decay,positive regulation of formation of translation preinitiation complex,translational initiation,regulation of cell cycle,translation,regulation of translation","mRNA cap binding,protein binding,RNA binding,phosphatidylinositol-3-phosphate binding,translation initiation factor activity,RNA 7-methylguanosine cap binding","nucleus,eukaryotic translation initiation factor 4F complex,cytoplasmic stress granule,cytoplasm",Alpha and beta proteins (a+b),eIF4e-like,eIF4e-like,Translation initiation factor eIF4e,P07260,IF4E_YEAST,1.0,,,24287.203,1,427,1,1,1,213,Eukaryotic translation initiation factor 4E,,N,Protein,,"eIF4E,Eukaryotic translation initiation factor 4E,eIF-4E,eIF-4F 25 kDa subunit,mRNA cap-binding protein","YOL139C,CDC33,TIF45",1
2lbs,Solution NMR,y,Solution structure of double-stranded RNA binding domain of S. cerevisiae RNase III (Rnt1p) in complex with AAGU tetraloop hairpin,"Wang Z,Hartman E,Roy K,Chanfreau G,Feigon J",Engineered,,,,,,,,,,,,,,,,,,,PF00035,dsrm,DSRM,Double-stranded RNA binding motif,IPR014720,Double-stranded RNA-binding domain,3.30.160.20,Alpha Beta,2-Layer Sandwich,Double Stranded RNA Binding Domain,Double Stranded RNA Binding Domain,3.1.26.3,Ribonuclease III,-,"Hydrolases,Acting on ester bonds,Endoribonucleases producing 5'-phosphomonoesters,Ribonuclease III",,,,,,,,,Q02555,RNT1_YEAST,0.19,17574,,9822.364,2,244,2,0,1,90,Ribonuclease 3,,N,Protein,Expression tag,"RNase III,Ribonuclease III,Ribonuclease 3","YM9408.01C,YMR239C,RNT1,YM9959.21",2
4asw,Solution NMR,y,Structure of the complex between the N-terminal dimerisation domain of Sgt2 and the UBL domain of Get5,"Simon AC,Simpson PJ,Goldstone RM,Krysztofinska EM,Murray JW,High S,Isaacson RL",Engineered,,,,,,,,P 1,,,,,,,,,,,PF16546,SGTA_dimer,,Homodimerisation domain of SGTA,IPR032374,"SGTA\, homodimerisation domain",1.20.5.420,Mainly Alpha,Up-down Bundle,Single alpha-helices involved in coiled-coils or other helix-helix interfaces,"Immunoglobulin FC\, subunit C",,,,,,,,,,,,,Q12118,SGT2_YEAST,0.23,18342,,10098.163,3,534,2,0,3,79,Small glutamine-rich tetratricopeptide repeat-containing protein 2,,N,Protein,Expression tag,"SGT/UBP,Small glutamine-rich tetratricopeptide repeat-containing protein 2,Viral protein U-binding protein","SGT2,YOR007C,UNF346",1
